location_id,address_obj.state,name_details,latitude,longitude,rating,num_reviews,photo_count,price_level,amenities,styles,trip_types,address_obj.city_details,address_obj.country,ranking_data.ranking_out_of,ranking_data.ranking,review_rating_count.1,review_rating_count.2,review_rating_count.3,review_rating_count.4,review_rating_count.5,brand,description,subratings.0.localized_name,subratings.0.value,subratings.1.localized_name,subratings.1.value,subratings.2.localized_name,subratings.2.value,subratings.3.localized_name,subratings.3.value,subratings.4.localized_name,subratings.4.value,subratings.5.localized_name,subratings.5.value
10470842,Pomerania Province,Hotel Sopot,54.45536,18.559963,3.8,213,159,$$,"['Pool', 'Internet', 'Suites', 'Room service', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Spa', 'Wifi', 'Public Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Non-smoking hotel', 'Safe', 'Breakfast Buffet', 'Sauna', 'Polish', 'Paid Public Parking Nearby', 'Pets Allowed', 'Airport transportation', 'Breakfast included', 'Minibar', 'Breakfast Available', 'Free Public Parking Nearby', 'Beach Access']","['Quaint', 'Business']","[{'name': 'business', 'localized_name': 'Business', 'value': '27'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '61'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '5'}, {'name': 'family', 'localized_name': 'Family', 'value': '63'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '17'}]",Sopot,Poland,41.0,18.0,23.0,24.0,28.0,41.0,97.0,,"""The swoosh of the sea, trills of birds. A golden sandy beach among the trees..."" Paraphrasing the words of the well-known Polish song by Jerzy Kossela, the picture of Sopot, the Polish Pearl of the Baltic Sea, can be presented. Sopot has numerous faces... Discover Sopot in your new venue - HOTEL SOPOT . We inspire people to achieve success and feel good. Let's meet in Sopot. Hotel SOPOT.",Location,4.4,Sleep Quality,4.1,Rooms,4.0,Service,4.0,Value,4.1,Cleanliness,4.5
285471,Pomerania Province,Rezydent Sopot MGallery Hotel Collection,54.442818,18.56273,4.4,68,290,$$$,"['Internet', 'Kids Activities', 'Shuttle Bus Service', 'Suites', 'Room service', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Spa', 'Airport transportation', 'Wifi', 'Public Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Facilities for Disabled Guests', 'Housekeeping', 'Sauna', 'Baggage Storage', 'Bath / Shower', 'Bathrobes', 'Bicycle Rental', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Bridal Suite', 'Cable / Satellite TV', '24-Hour Check-in', 'Express Check-in / Check-out', 'Desk', 'Electric Kettle', 'English', 'First Aid Kit', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Iron', ""Kids' Meals"", 'Kid-Friendly Buffet', 'Laptop Safe', 'Newspaper', 'Polish', 'Paid Private Parking On-site', 'Paid Private Parking Nearby', 'Paid Public Parking Nearby', 'Radio', 'Shoeshine', 'Special Diet Menus', 'Taxi Service', 'Telephone', 'Umbrella', 'VIP Room Facilities', 'Wardrobe / Closet', 'Beach Access']","['Romantic', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '9'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '21'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '8'}, {'name': 'family', 'localized_name': 'Family', 'value': '18'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '3'}]",Sopot,Poland,41.0,10.0,3.0,4.0,2.0,10.0,49.0,MGALLERY,,Location,4.7,Sleep Quality,4.5,Rooms,4.3,Service,4.3,Value,4.3,Cleanliness,4.6
651618,Pomerania Province,Hotel Aqua Sopot Family & Friends,54.45905,18.556234,4.2,197,89,$$,"['Restaurant', 'Pets Allowed', 'Internet', 'Free Internet', 'Bar/Lounge', 'Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Housekeeping', 'Room service', 'Free parking', 'Wheelchair access', 'Public Wifi', 'Dry Cleaning', 'Laundry Service', 'Family Rooms', 'Safe', 'Facilities for Disabled Guests', 'Baggage Storage', 'English', '24-Hour Front Desk', 'Indoor Play Area for Children', ""Kids' Meals"", ""Kids' Outdoor Play Equipment"", 'Newspaper', 'Polish', 'Paid Public Parking On-site']","['Romantic', 'Quaint']","[{'name': 'business', 'localized_name': 'Business', 'value': '43'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '62'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '6'}, {'name': 'family', 'localized_name': 'Family', 'value': '54'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '16'}]",Sopot,Poland,41.0,9.0,4.0,7.0,27.0,64.0,95.0,Destigo Hotels,"The hotel was opened in March of 2007. It has 50 rooms, each with private bath, phone and TV. It is rated a 3-star hotel.",Location,4.3,Sleep Quality,4.3,Rooms,4.1,Service,4.4,Value,4.2,Cleanliness,4.5
2269524,Pomerania Province,Mala Anglia - Boutique Apartments Sopot,54.43814,18.57504,4.8,155,180,$$$,"['Pool', 'Internet', 'Suites', 'Free Internet', 'Spa', 'Airport transportation', 'Wifi', 'Free Wifi', 'Hot Tub', 'Non-smoking rooms', 'Microwave', 'Minibar', 'Safe', 'Flatscreen TV', 'Indoor pool', 'Sauna', 'Bathrobes', 'Bicycle Rental', 'Bicycles Available', 'Couples Massage', 'Facial Treatments', 'Foot Massage', 'Massage', 'Polish', 'Free parking', 'Pets Allowed', 'Kitchenette', 'Business center', 'Laundry Service', 'Family Rooms', 'Beach Access']","['Trendy', 'Boutique']","[{'name': 'business', 'localized_name': 'Business', 'value': '2'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '73'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '3'}, {'name': 'family', 'localized_name': 'Family', 'value': '31'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '34'}]",Sopot,Poland,441.0,1.0,0.0,2.0,8.0,16.0,129.0,,"The idea to create a complex Mala Anglia Boutique Apartment & Deluxe Rooms is a result of pure love to the extraordinary, uniquely designed boutiques and carefree holidays. Paying attention to the details and the top quality service is our prerogative. The apartments' design is a game of colours - marble and natural stones, wood, ecology friendly paints and materials. Our complex is located approximately in 10 min walking distance from the Sopot Centre and just a couple of minutes far from the sandy beach; there are also many restaurants and beach bars next to. Thanks to the central location in Tricity, all the parks, shopping malls and sights are relatively close to Mala Anglia. Our Guests have free access to the pool, jacuzzi, bikes We look forward to your Arrival!",Location,4.6,Sleep Quality,4.6,Rooms,4.6,Service,4.8,Value,4.6,Cleanliness,4.8
1519907,Pomerania Province,Bayjonn Hotel Sopot,54.44568,18.568039,4.5,171,148,$$,"['Internet', 'Free Internet', 'Restaurant', 'Airport transportation', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Concierge', 'Air conditioning', 'Minibar', 'Conference Facilities', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'English', 'Polish', 'Suites', 'Room service', 'Wheelchair access', 'Dry Cleaning', 'Meeting rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Multilingual Staff', 'Accessible rooms', 'Babysitting', 'Beach Access']","['Romantic', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '35'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '70'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '3'}, {'name': 'family', 'localized_name': 'Family', 'value': '29'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '20'}]",Sopot,Poland,41.0,8.0,3.0,1.0,11.0,54.0,102.0,,"Bayjonn Hotel Sopot is situated in the unique and unforgettable location, almost directly at the famous ""Bohaterow Monte Cassino"" promenade in Sopot. Opposite to the Grand Hotel Sopot and Sheraton Spa&Conference Resort. Only few steps away lays Sopot's sand beach with all you can require for recreation and holiday, and town's most famous hallmark itself, the pier from 1827, the longest wooden pier in Europe. Thanks to us you can enjoy the discounts in numerous clubs, cinemas, AquaPark and Sheraton's Spa. Those are only some of the facilities that you can find nearby. All discounts are prepared especially for you.Our hotel has 22 comfortable rooms, perfect not only for time-off, holidays, short trip or a weekend break at the seaside but also when you want to combine official duties with Sopot's charming atmosphere.",Location,4.9,Sleep Quality,4.4,Rooms,4.5,Service,4.7,Value,4.3,Cleanliness,4.7
13228421,Pomerania Province,Focus Hotel Premium Sopot,54.443134,18.557383,4.4,50,52,$$,"['Bar/Lounge', 'Free Wifi', 'Air conditioning', 'Non-smoking hotel', 'Safe', 'Kids Activities', 'Restaurant', 'Pets Allowed', 'Meeting rooms', 'Business center', 'Laundry Service', 'Family Rooms', 'Baggage Storage', 'English', '24-Hour Front Desk', 'Polish', 'Paid Private Parking On-site', 'Beach Access']","['Quaint', 'Business']","[{'name': 'business', 'localized_name': 'Business', 'value': '3'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '12'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '2'}, {'name': 'family', 'localized_name': 'Family', 'value': '17'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '10'}]",Sopot,Poland,41.0,15.0,1.0,1.0,3.0,17.0,28.0,,"Focus Hotel Premium Sopot is an excellent choice for travelers visiting Sopot, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
Rooms at Focus Hotel Premium Sopot offer air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.
A 24 hour front desk and baggage storage are some of the conveniences offered at this hotel. A fitness center and a lounge will also help to make your stay even more special. If you are driving to Focus Hotel Premium Sopot, there is paid private parking available on-site.
While staying at Focus Hotel Premium Sopot, visitors can check out Church of St. George (0.2 mi) and Ciuciu (0.3 mi), some of Sopot's top attractions.
If you’re looking for an Italian restaurant, consider a visit to Sliwka w Kompot, A Modo Mio, or La Crema d'Italia, which are all conveniently located a short distance from Focus Hotel Premium Sopot.
If you are interested in exploring Sopot, check out a park, such as Trojmiejski Landscape Park.
Enjoy your stay in Sopot!
",Location,4.6,Sleep Quality,4.3,Rooms,4.8,Service,4.5,Value,4.0,Cleanliness,4.8
3343284,Kuyavia-Pomerania Province,Copernicus Torun Hotel,53.007698,18.59802,4.1,595,504,$$,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Pool', 'Wheelchair access', 'Pets Allowed', 'Suites', 'Room service', 'Restaurant', 'Bar/Lounge', 'Spa', 'Public Wifi', 'Meeting rooms', 'Hot Tub', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Indoor pool', 'Outdoor pool', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Sauna', 'ATM On Site', 'Baggage Storage', 'Billiards', 'Bowling', '24-Hour Check-in', 'Coffee / Tea Maker', 'Complimentary Tea', 'English', 'Facial Treatments', 'Fitness / Spa Locker Rooms', 'Complimentary Instant Coffee', 'Hair Dryer', 'Ironing Service', 'Massage', 'Polish', 'Heated pool', 'Kids pool', 'Breakfast Available', 'Bathrobes', 'Bicycle Rental', 'Bicycle Tours', 'Blackout Curtains', 'Body Wrap', 'Books, DVDs, Music for Children', 'Bottled Water', 'Cable / Satellite TV', 'Car Hire', ""Children's Playground"", 'Clothes Rack', 'Coffee Shop', 'Couples Massage', 'Desk', 'Electric Kettle', 'Extra Long Beds', 'First Aid Kit', 'Foot Bath', 'Foot Massage', 'Complimentary Toiletries', 'Free Wifi in the Business Center', '24-Hour Front Desk', 'Full Body Massage', 'Game Room', 'Hammam', 'Hand Massage', 'Head Massage', 'Highchairs Available', 'Hiking', 'Indoor Play Area for Children', 'Interconnected room(s) available', ""Kids' Meals"", ""Kids' Outdoor Play Equipment"", 'Laptop Safe', 'Makeup Services', 'Manicure', 'Neck Massage', 'Newspaper', 'Nightclub / DJ', 'Outdoor Furniture', 'Parking Garage', 'Pedicure', 'Picnic Area', 'Pool / Beach Towels', 'Pool View', 'Private Bathrooms', 'Paid Private Parking On-site', 'Salon', 'Seating Area', '24-Hour Security', 'Secured Parking', 'Shallow End', 'Shoeshine', 'Snack Bar', 'Soundproof Rooms', 'Special Diet Menus', 'Steam Room', 'Sun Deck', 'Sun Umbrellas', 'Swimming Pool Toys', 'Taxi Service', 'Telephone', 'Tile / Marble Floor', 'Umbrella', 'Wake Up Service / Alarm Clock', 'Walk-in Shower', 'Walking Tours', 'Wardrobe / Closet', 'Waxing Services', 'Wine / Champagne']","['Modern', 'Business']","[{'name': 'business', 'localized_name': 'Business', 'value': '140'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '175'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '13'}, {'name': 'family', 'localized_name': 'Family', 'value': '136'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '60'}]",Torun,Poland,28.0,3.0,15.0,26.0,86.0,218.0,250.0,,Copernicus Torun Hotel is situated on the Vistula boulevard with beautiful views of the Pilsudski Bridge and the Old Town. The hotels’ original and modern architectural form smoothly blends into the landscape giving the place a special atmosphere. This place is perfect for meetings and recreation in an atmosphere of relaxation. Copernicus Torun represents the highest international standard. Each service is a created to satisfy the diverse requirements of our guests from all over the world. Highly qualified staff take care of every detail and ensure the highest quality service.,Location,4.7,Sleep Quality,4.4,Rooms,4.4,Service,4.1,Value,4.0,Cleanliness,4.4
275082,Kuyavia-Pomerania Province,Mercure Torun Centrum,53.013214,18.596716,3.8,661,309,$,"['Restaurant', 'Internet', 'Free Internet', 'Wheelchair access', 'Bar/Lounge', 'Pets Allowed', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Express Check-in / Check-out', 'English', '24-Hour Front Desk', 'Polish', 'Shuttle Bus Service', 'Room service', 'Airport transportation', 'Public Wifi', 'Fitness center', 'Safe', 'Breakfast in the Room', 'Bridal Suite', 'Car Hire', 'German', 'Ironing Service', 'Newspaper', 'Private Check-in / Check-out', 'Paid Private Parking On-site', 'Russian', 'Shoeshine', 'Soundproof Rooms', 'Special Diet Menus', 'VIP Room Facilities']","['Business', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '210'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '163'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '44'}, {'name': 'family', 'localized_name': 'Family', 'value': '128'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '72'}]",Torun,Poland,28.0,9.0,21.0,48.0,178.0,232.0,182.0,Mercure,"The Mercure Helios Torun is located in the city centre, very close to the old town and the birthplace of Nicolaus Copernicus. Hotel offers 105 modern single and double rooms and 5 suites. All rooms are equipped with SAT TV, pay TV, radio, telephone, minibar and fast Internet access. The hotel restaurant, Solaris, offers wide range of Polish and European dishes. There are 5 modern conference rooms in the hotel, fitted with the latest equipment.",Location,4.5,Sleep Quality,3.9,Rooms,3.7,Service,4.2,Value,3.9,Cleanliness,4.2
1458515,Kuyavia-Pomerania Province,Hotel Solaris Torun,53.010742,18.602432,4.2,147,165,$$,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Flatscreen TV', 'Breakfast Buffet', 'Kids Activities', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Airport transportation', 'Dry Cleaning', 'Meeting rooms', 'Laundry Service', 'Banquet Room', 'Family Rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Breakfast Available', 'Housekeeping', 'Baggage Storage', 'Bathrobes', 'Bicycle Rental', 'Bicycles Available', 'Board Games / Puzzles', 'Bottled Water', 'Breakfast in the Room', '24-Hour Check-in', 'Clothes Rack', 'Desk', 'English', '24-Hour Front Desk', 'Gift Shop', 'Hair Dryer', 'Highchairs Available', 'Indoor Play Area for Children', 'Iron', 'Newspaper', 'Outdoor Dining Area', 'Outdoor Furniture', 'Polish', 'Private Bathrooms', 'Paid Private Parking On-site', 'Paid Public Parking Nearby', 'Shoeshine', 'Street Parking', 'Taxi Service', 'Telephone', 'Ukrainian', 'Umbrella', 'VIP Room Facilities', 'Wake Up Service / Alarm Clock', 'Walking Tours', 'Wine / Champagne']","['Business', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '25'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '57'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '8'}, {'name': 'family', 'localized_name': 'Family', 'value': '20'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '24'}]",Torun,Poland,28.0,11.0,8.0,4.0,7.0,59.0,69.0,,"If you’re looking for the most authentic experience Torun has to offer, Hotel Solaris has you covered. We’re located in the heart of the Old Town, we all speak English, and as a bonus, if you love history, you’ll love that our hotel is a historical building from the 17th century. With homemade recipes passed down for generations, (we might be biased but I doubt it), we have the best traditional food in all of Poland. Join us for our 5 star breakfast buffet where we only serve high quality produce and meats from local farmers, bake our own cakes, and make our own juices and smoothies. In our brick Gothic style cellar enjoy a drink and snack on a delicious homemade charcuterie board with your friends and family… and imagine all of the people over the centuries who would have done the same, like the Polish Hussar. If you need help to plan the best things to do in the city, we know all of the spots. We are also pet friendly!",Location,4.8,Sleep Quality,4.1,Rooms,4.3,Service,4.1,Value,4.3,Cleanliness,4.5
1757685,Kuyavia-Pomerania Province,Ibis Budget Torun,53.00802,18.595442,4.1,609,82,$,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Express Check-in / Check-out', 'English', 'Polish', 'Street Parking', 'Public Wifi', 'Pets Allowed', 'Parking', 'Facilities for Disabled Guests']","['Modern', 'Green']","[{'name': 'business', 'localized_name': 'Business', 'value': '79'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '270'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '45'}, {'name': 'family', 'localized_name': 'Family', 'value': '131'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '65'}]",Torun,Poland,28.0,5.0,6.0,21.0,81.0,275.0,226.0,ibis budget,"See why so many travelers make Ibis Budget Torun their hotel of choice when visiting Torun. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.
Nearby landmarks such as Cosmopolis Fountain (0.3 mi) and Bunker - Wisla (0.4 mi) make Ibis Budget Torun a great place to stay when visiting Torun.
Ibis Budget Torun is a family-friendly hotel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
Plus, guests can enjoy breakfast buffet, which has made this a popular choice among travelers visiting Torun.
While in Torun be sure to experience local shrimp favorites at Luizjana or Szeroka No.9.
During your visit, be sure to check out popular attractions like Planetarium - Torun (0.4 mi), Town Square - Old Town (0.4 mi), and Toruń House of Legends (0.5 mi), which are all within walking distance of the hotel.
At Ibis Budget Torun, your comfort and satisfaction come first, and they look forward to welcoming you to Torun.
",Location,4.6,Sleep Quality,4.1,Rooms,3.9,Service,4.4,Value,4.3,Cleanliness,4.4
1462729,Kuyavia-Pomerania Province,Halo Torun,53.011574,18.614298,4.9,9,55,$$,"['Wheelchair access', 'Non-smoking rooms', 'Internet', 'Wifi', 'Free Wifi', 'Business center', 'Accessible rooms', 'Refrigerator in room', 'Multilingual Staff', 'Breakfast Buffet', 'Free Internet', 'Meeting rooms', 'Family Rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'Bottled Water', 'Cable / Satellite TV', '24-Hour Check-in', 'Clothes Rack', 'Coffee / Tea Maker', 'Desk', 'Electric Kettle', 'English', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Polish', 'Private Bathrooms', 'Paid Public Parking On-site', 'Sofa', 'Sofa Bed', 'Telephone', 'Vending Machine', 'Wake Up Service / Alarm Clock', 'Walk-in Shower']","['Business', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '4'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '1'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '1'}, {'name': 'family', 'localized_name': 'Family', 'value': '3'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Torun,Poland,28.0,17.0,0.0,0.0,0.0,1.0,8.0,,"The Halo Toruń Hotel is located in the centre of Toruń, a 10 minutes’ walk from the historic old town square and a 5 minutes’ drive from the railway station. It is a perfect location for tourists as it makes it possible to go on an evening stroll along the charming streets of the city and to get to know the most interesting tourist attractions of Toruń. The property is ideal for those looking for accommodation in Toruń. The hotel has 57 rooms equipped with a TV set, telephone and wireless Internet.",Location,5.0,Sleep Quality,5.0,Rooms,5.0,Service,5.0,Value,5.0,Cleanliness,5.0
1885452,Kuyavia-Pomerania Province,B&B Hotel Torun,53.013256,18.611326,4.0,260,77,$,"['Internet', 'Free Internet', 'Wheelchair access', 'Pets Allowed', 'Wifi', 'Public Wifi', 'Free Wifi', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Smoking rooms available', 'Accessible rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Baggage Storage', 'Bath / Shower', 'Clothes Rack', 'Desk', 'English', '24-Hour Front Desk', 'Hair Dryer', 'Polish', 'Paid Private Parking On-site', 'Soundproof Rooms', 'Telephone', 'Wake Up Service / Alarm Clock']","['Modern', 'Business']","[{'name': 'business', 'localized_name': 'Business', 'value': '41'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '118'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '11'}, {'name': 'family', 'localized_name': 'Family', 'value': '33'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '38'}]",Torun,Poland,28.0,10.0,6.0,8.0,41.0,129.0,76.0,B&B Hotels,,Location,4.6,Sleep Quality,4.1,Rooms,3.7,Service,4.2,Value,4.1,Cleanliness,4.3
12431905,Kuyavia-Pomerania Province,Hotel Nicolaus,53.00948,18.6035,4.1,87,130,$$,"['Internet', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Wifi', 'Public Wifi', 'Free Wifi', 'Meeting rooms', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'English', 'Polish', 'Free Internet', 'Pets Allowed', 'Breakfast included', 'Dry Cleaning', 'Hot Tub', 'Non-smoking rooms', 'Laundry Service', 'Family Rooms', 'Flatscreen TV', 'Rooftop Terrace', 'Breakfast Buffet', 'Private Balcony', 'Breakfast Available', 'Housekeeping', 'Sauna', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Cable / Satellite TV', 'Clothes Rack', 'Desk', 'Electric Kettle', 'Extra Long Beds', 'First Aid Kit', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Highchairs Available', 'Iron', 'Ironing Service', ""Kids' Meals"", 'Landmark View', 'Laptop Safe', 'Outdoor Dining Area', 'Patio', 'Private Bathrooms', 'Paid Public Parking On-site', 'Radio', 'Seating Area', 'Sofa', 'Sofa Bed', 'Soundproof Rooms', 'Special Diet Menus', 'Street Parking', 'Sun Terrace', 'Taxi Service', 'Telephone', 'VIP Room Facilities', 'Wake Up Service / Alarm Clock', 'Walk-in Shower', 'Wardrobe / Closet', 'Wine / Champagne']","['Business', 'Mid-range']","[{'name': 'business', 'localized_name': 'Business', 'value': '22'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '31'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '2'}, {'name': 'family', 'localized_name': 'Family', 'value': '15'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '7'}]",Torun,Poland,28.0,16.0,7.0,5.0,7.0,21.0,47.0,,"See why so many travelers make Hotel Nicolaus their hotel of choice when visiting Torun. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.
Close to some of Torun's most popular landmarks, such as Bunker - Wisla (0.1 mi) and Monument to Filus (0.1 mi), Hotel Nicolaus is a great destination for tourists.
Hotel Nicolaus offers guests an array of room amenities including air conditioning and a minibar, and getting online is possible, as free wifi is available.
The hotel offers room service, to make your visit even more pleasant. The property also features breakfast.
Travelers looking to enjoy some shrimp can head to Luizjana or Szeroka No.9. Otherwise, you may want to check out an Italian restaurant such as La Nonna Siciliana, Chleb i Wino, or Metropolis.
Plus, during your trip, don’t forget to check out some of the popular castles, such as Cultural Centre ""Teutonic castle"", Monastery Gate (Brama Klasztorna), and Ruins of the Teutonic Castle in Torun.
At Hotel Nicolaus, your comfort and satisfaction come first, and they look forward to welcoming you to Torun.
",Location,4.7,Sleep Quality,3.9,Rooms,4.3,Service,3.9,Value,3.9,Cleanliness,4.3
287051,Kuyavia-Pomerania Province,Hotel Gromada Torun,53.01,18.60517,3.6,123,85,$,"['Internet', 'Free Internet', 'Restaurant', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Breakfast Buffet', 'Room service', 'Bar/Lounge', 'Dry Cleaning', 'Meeting rooms', 'Laundry Service', 'Non-smoking hotel', 'Safe', 'Baggage Storage', 'Bottled Water', 'Bridal Suite', 'Express Check-in / Check-out', 'Coffee Shop', 'English', '24-Hour Front Desk', 'Ironing Service', 'Newspaper', 'Polish', 'Special Diet Menus']","['Business', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '12'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '41'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '14'}, {'name': 'family', 'localized_name': 'Family', 'value': '21'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '27'}]",Torun,Poland,28.0,18.0,5.0,8.0,41.0,47.0,22.0,,"Hotel Gromada Torun is an excellent choice for travelers visiting Torun, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
The hotel features a 24 hour front desk, room service, and baggage storage, and you can stay connected during your stay as Hotel Gromada Torun offers guests free wifi. Plus, Hotel Gromada Torun offers a lounge, providing a pleasant respite from your busy day.
Close to some of Torun's most popular landmarks, such as Bunker - Wisla (0.1 mi) and Medieval Defensive City Walls (0.2 mi), Hotel Gromada Torun is a great destination for tourists.
While in Torun be sure to experience local shrimp favorites at Luizjana or Szeroka No.9.
Should time allow, Planetarium - Torun, Town Square - Old Town, and Toruń House of Legends are some popular attractions that are within walking distance.
Enjoy your stay in Torun!
",Location,4.7,Sleep Quality,3.3,Rooms,3.4,Service,4.0,Value,3.9,Cleanliness,3.8
